!	headers	Month	Perm_Cap1	Perm_Cap2	Phys_Cap	DaysIncr	CVPDedCap	EWACap
01	1	6680
02	1	6680
03	1	6680
04	1	6680
05	1	6680
06	1	6680
07	1	6680
08	1	6680
09	1	6680
10	1	6680
11	1	6680
12	1	6680
01	2	8500
02	2	8500
03	2	8500
04	2	8500
05	2	8500
06	2	8500
07	2	8500
08	2	8500
09	2	8500
10	2	8500
11	2	8500
12	2	8500
01	3	10300
02	3	10300
03	3	10300
04	3	10300
05	3	10300
06	3	10300
07	3	10300
08	3	10300
09	3	10300
10	3	10300
11	3	10300
12	3	10300
01	4	0
02	4	0
03	4	17
04	4	31
05	4	28
06	4	15
07	4	0
08	4	0
09	4	0
10	4	0
11	4	0
12	4	0
01	5	0
02	5	0
03	5	0
04	5	0
05	5	0
06	5	0
07	5	0
08	5	0
09	5	0
10	5	0
11	5	0
12	5	0
01	6	0
02	6	0
03	6	0
04	6	0
05	6	0
06	6	0
07	6	0
08	6	0
09	6	0
10	6	500
11	6	500
12	6	500
