    -----DSS---ZOPEN:  New File Opened,  File: DCR2015_Base_ExistingNoCC_DV_LtGen.dss
                       Unit:   71;  DSS Version: 6-VE
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ELEVATION/01JAN1950/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ELEVATION/01JAN1960/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ELEVATION/01JAN1970/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ELEVATION/01JAN1980/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ELEVATION/01JAN1990/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ELEVATION/01JAN2000/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TAIL-RACE/01JAN1920/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TAIL-RACE/01JAN1930/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TAIL-RACE/01JAN1940/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TAIL-RACE/01JAN1950/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TAIL-RACE/01JAN1960/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TAIL-RACE/01JAN1970/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TAIL-RACE/01JAN1980/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TAIL-RACE/01JAN1990/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TAIL-RACE/01JAN2000/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY-FACTOR/01JAN1920/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY-FACTOR/01JAN1930/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY-FACTOR/01JAN1940/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY-FACTOR/01JAN1950/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY-FACTOR/01JAN1960/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY-FACTOR/01JAN1970/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY-FACTOR/01JAN1980/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY-FACTOR/01JAN1990/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY-FACTOR/01JAN2000/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/AVAILABLE-CAPACITY/01JAN1920/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/AVAILABLE-CAPACITY/01JAN1930/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/AVAILABLE-CAPACITY/01JAN1940/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/AVAILABLE-CAPACITY/01JAN1950/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/AVAILABLE-CAPACITY/01JAN1960/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/AVAILABLE-CAPACITY/01JAN1970/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/AVAILABLE-CAPACITY/01JAN1980/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/AVAILABLE-CAPACITY/01JAN1990/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/AVAILABLE-CAPACITY/01JAN2000/1MON/POWERPLANT-CHARACTERISTICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1920/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1930/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1940/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1950/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1960/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1970/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1980/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1990/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN2000/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1920/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1930/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1940/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1950/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1960/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1970/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1980/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1990/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN2000/1MON/POWERPLANT-POTENTIAL/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1920/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1930/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1940/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1950/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1960/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1970/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1980/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN1990/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/RELEASE/01JAN2000/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1920/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1930/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1940/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1950/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1960/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1970/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1980/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN1990/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/ENERGY/01JAN2000/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/SPILL/01JAN1920/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/SPILL/01JAN1930/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/SPILL/01JAN1940/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/SPILL/01JAN1950/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/SPILL/01JAN1960/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/SPILL/01JAN1970/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/SPILL/01JAN1980/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/SPILL/01JAN1990/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/SPILL/01JAN2000/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/FORGONE/01JAN1920/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/FORGONE/01JAN1930/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/FORGONE/01JAN1940/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/FORGONE/01JAN1950/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/FORGONE/01JAN1960/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/FORGONE/01JAN1970/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/FORGONE/01JAN1980/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/FORGONE/01JAN1990/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/FORGONE/01JAN2000/1MON/POWERPLANT-GENERATION/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/PERCENT-LOSS/01JAN1920/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/PERCENT-LOSS/01JAN1930/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/PERCENT-LOSS/01JAN1940/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/PERCENT-LOSS/01JAN1950/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/PERCENT-LOSS/01JAN1960/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/PERCENT-LOSS/01JAN1970/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/PERCENT-LOSS/01JAN1980/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/PERCENT-LOSS/01JAN1990/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/PERCENT-LOSS/01JAN2000/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1920/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1930/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1940/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1950/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1960/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1970/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1980/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1990/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN2000/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/GENERATION-REVENUE/01JAN1920/1MON/ECONOMICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/GENERATION-REVENUE/01JAN1930/1MON/ECONOMICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/GENERATION-REVENUE/01JAN1940/1MON/ECONOMICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/GENERATION-REVENUE/01JAN1950/1MON/ECONOMICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/GENERATION-REVENUE/01JAN1960/1MON/ECONOMICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/GENERATION-REVENUE/01JAN1970/1MON/ECONOMICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/GENERATION-REVENUE/01JAN1980/1MON/ECONOMICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/GENERATION-REVENUE/01JAN1990/1MON/ECONOMICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/GENERATION-REVENUE/01JAN2000/1MON/ECONOMICS/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/LOSSES/01JAN1920/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/LOSSES/01JAN1930/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/LOSSES/01JAN1940/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/LOSSES/01JAN1950/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/LOSSES/01JAN1960/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/LOSSES/01JAN1970/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/LOSSES/01JAN1980/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/LOSSES/01JAN1990/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/LOSSES/01JAN2000/1MON/ENERGY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1920/1MON/CAPACITY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1930/1MON/CAPACITY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1940/1MON/CAPACITY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1950/1MON/CAPACITY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1960/1MON/CAPACITY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1970/1MON/CAPACITY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1980/1MON/CAPACITY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN1990/1MON/CAPACITY-AT-LC/
 -----DSS---ZWRITE Unit   71; Vers.    1:  /HYDROPOWER/OROVILLEPP/TOTAL/01JAN2000/1MON/CAPACITY-AT-LC/
    -----DSS---ZOPEN:  Existing File Opened,  File: ../../Scenarios/DCR2015_Base_ExistingNoCC_DV.dss
                       Unit:   73;  DSS Versions - Software: 6-VE, File: 6-VE
 -----DSS--- ZREAD Unit   73; Vers.    3:  /CALSIM/S7/STORAGE/01JAN1920/1MON/2020D09E/
 -----DSS--- ZREAD Unit   73; Vers.    2:  /CALSIM/S7/STORAGE/01JAN1930/1MON/2020D09E/
